Index,codice_struttura_erogante,codici_specialita,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,SUNDAY,capacita_max,year
2131,res_01090701,spec_67,2,1,1,2,2,1,1,2,2012
2132,res_01090701,spec_14,6,7,6,3,6,2,4,21,2012
2133,res_01090701,spec_97,0,0,0,0,1,0,0,1,2012
2134,res_01090701,spec_68,6,6,6,5,6,5,4,27,2012
2135,res_01090701,spec_40,8,3,7,3,8,3,2,60,2012
2136,res_01090701,spec_39,0,0,0,0,0,0,1,1,2012
2137,res_01090701,spec_12,10,13,1,12,5,0,0,22,2012
2138,res_01090701,spec_32,9,8,8,10,8,5,6,67,2012
2139,res_01090701,spec_43,10,5,7,4,5,3,3,19,2012
2140,res_01090701,spec_50,6,4,4,5,4,4,4,17,2012
2141,res_01090701,spec_38,3,13,3,8,2,2,1,17,2012
2142,res_01090701,spec_26,15,14,14,16,14,10,11,98,2012
2143,res_01090701,spec_34,10,11,8,1,11,1,1,11,2012
2144,res_01090701,spec_36,13,9,9,11,7,5,5,34,2012
2145,res_01090701,spec_37,12,11,16,15,10,7,8,43,2012
2146,res_01090701,spec_19,5,5,3,4,4,2,3,16,2012
2147,res_01090701,spec_18,2,4,2,3,4,2,3,17,2012
2148,res_01090701,spec_61,2,1,2,1,2,0,0,3,2012
2149,res_01090702,spec_99,3,8,10,3,7,0,0,10,2012
2150,res_01090702,spec_39,9,10,13,8,10,8,7,45,2012
2151,res_01090702,spec_49,2,3,1,3,2,2,1,23,2012
2152,res_01090702,spec_73,1,1,1,1,2,1,1,4,2012
2153,res_01090702,spec_08,0,0,1,0,0,0,0,1,2012
2154,res_01090702,spec_38,1,1,3,1,1,2,1,3,2012
2155,res_01090702,spec_33,3,4,3,2,2,2,2,16,2012
2156,res_01090702,spec_67,1,0,0,0,0,0,0,1,2012
2157,res_01090702,spec_31,1,1,1,1,1,0,1,3,2012
2158,res_01090702,spec_11,3,10,6,10,8,2,2,29,2012
2159,res_01090702,spec_78,6,3,2,2,3,2,1,7,2012
2160,res_01090702,spec_36,4,4,6,3,5,4,3,9,2012
2161,res_01090703,spec_75,3,10,4,2,2,0,0,38,2012
2162,res_01090703,spec_56,5,5,5,5,5,1,0,78,2012
2163,res_01090703,spec_28,3,3,2,3,2,0,0,24,2012
2164,res_01090800,spec_62,1,2,2,1,2,1,1,4,2012
2165,res_01090800,spec_18,3,5,3,3,3,1,2,36,2012
2166,res_01090800,spec_49,3,2,2,2,3,4,2,12,2012
2167,res_01090800,spec_50,3,3,4,3,4,2,2,10,2012
2168,res_01090800,spec_61,5,4,5,0,1,0,0,6,2012
2169,res_01090800,spec_56,12,5,2,2,2,1,1,28,2012
2170,res_01090800,spec_37,17,12,18,19,13,6,8,35,2012
2171,res_01090800,spec_40,5,5,3,5,4,2,2,16,2012
2172,res_01090800,spec_64,37,32,23,22,9,0,0,214,2012
2173,res_01090800,spec_68,1,1,2,1,2,2,3,7,2012
2174,res_01090800,spec_14,6,7,8,7,4,2,5,20,2012
2175,res_01090800,spec_36,8,7,9,7,7,2,2,24,2012
2176,res_01090800,spec_12,8,10,9,6,8,1,1,13,2012
2177,res_01090800,spec_75,1,1,1,1,1,0,0,5,2012
2178,res_01090800,spec_19,4,2,2,4,2,2,1,27,2012
2179,res_01090800,spec_32,3,4,4,5,3,2,1,13,2012
2180,res_01090800,spec_34,9,1,5,7,1,0,0,9,2012
2181,res_01090800,spec_58,7,10,11,8,8,2,2,121,2012
2182,res_01090800,spec_09,11,18,12,11,6,3,6,47,2012
2183,res_01090800,spec_07,4,3,3,2,2,1,3,17,2012
2184,res_01090800,spec_31,8,9,9,8,7,7,8,23,2012
2185,res_01090800,spec_43,10,2,7,5,11,1,3,15,2012
2186,res_01090800,spec_08,9,9,10,9,7,4,5,24,2012
2187,res_01090800,spec_38,6,5,8,7,8,1,2,12,2012
2188,res_01090800,spec_60,4,3,4,3,5,2,1,23,2012
2189,res_01090800,spec_71,7,5,4,5,4,1,0,69,2012
2190,res_01090800,spec_35,10,5,8,4,5,0,0,10,2012
2191,res_01090800,spec_26,20,18,16,19,19,14,14,171,2012
2192,res_01090800,spec_29,2,1,1,3,2,2,1,7,2012
2193,res_01090901,spec_97,3,2,3,2,3,2,1,16,2012
2194,res_01090901,spec_68,3,3,3,3,2,2,2,26,2012
2195,res_01090901,spec_48,4,4,4,4,2,4,4,21,2012
2196,res_01090901,spec_29,3,3,3,3,3,3,3,20,2012
2197,res_01090901,spec_01,1,3,1,2,1,0,0,5,2012
2198,res_01090901,spec_38,17,13,16,16,8,2,3,29,2012
2199,res_01090901,spec_52,0,0,0,0,1,0,0,2,2012
2200,res_01090901,spec_67,6,7,11,8,6,2,2,17,2012
2201,res_01090901,spec_21,7,9,7,10,7,4,5,59,2012
2202,res_01090901,spec_32,20,13,11,10,8,6,5,84,2012
2203,res_01090901,spec_30,7,7,7,6,8,2,3,31,2012
2204,res_01090901,spec_10,3,3,4,4,3,2,3,11,2012
2205,res_01090901,spec_36,4,6,8,5,6,2,2,25,2012
2206,res_01090901,spec_40,8,7,7,6,6,4,3,44,2012
2207,res_01090901,spec_49,5,5,3,4,4,3,2,24,2012
2208,res_01090901,spec_71,5,3,4,3,3,0,0,58,2012
2209,res_01090901,spec_18,13,13,10,11,12,4,2,300,2012
2210,res_01090901,spec_13,4,5,4,3,5,2,4,17,2012
2211,res_01090901,spec_08,8,14,10,12,8,8,8,41,2012
2212,res_01090901,spec_35,2,3,1,5,6,0,0,6,2012
2213,res_01090901,spec_09,43,40,38,33,19,7,12,148,2012
2214,res_01090901,spec_64,20,19,17,24,19,4,4,474,2012
2215,res_01090901,spec_58,11,12,11,13,12,6,7,64,2012
2216,res_01090901,spec_70,5,2,3,2,2,0,0,17,2012
2217,res_01090901,spec_43,23,26,25,23,22,5,10,54,2012
2218,res_01090901,spec_26,30,25,26,28,28,23,21,265,2012
2219,res_01090901,spec_07,6,6,6,4,3,2,5,26,2012
2220,res_01090901,spec_19,4,7,5,7,5,2,3,38,2012
2221,res_01090901,spec_50,4,4,6,4,5,5,4,22,2012
2222,res_01090901,spec_14,16,11,17,8,10,1,5,35,2012
2223,res_01090901,spec_12,0,1,1,0,1,0,0,2,2012
2224,res_01090902,spec_38,1,0,0,0,0,0,0,1,2012
2225,res_01090902,spec_36,0,0,1,0,0,0,0,1,2012
2226,res_01090902,spec_26,0,0,1,1,0,1,0,2,2012
2227,res_01090902,spec_12,5,4,6,4,5,1,3,14,2012
2228,res_01090902,spec_64,10,5,8,11,11,0,0,110,2012
2229,res_01090902,spec_52,11,13,13,13,7,2,1,56,2012
2230,res_01090903,spec_02,8,1,0,8,1,0,0,8,2012
2231,res_01090904,spec_67,3,3,3,1,1,1,0,5,2012
2232,res_01090904,spec_19,1,1,1,1,1,0,1,3,2012
2233,res_01090904,spec_28,7,8,6,3,5,0,1,87,2012
2234,res_01090904,spec_30,6,6,6,6,4,2,4,20,2012
2235,res_01090904,spec_04,7,6,6,5,0,0,0,10,2012
2236,res_01090904,spec_29,2,2,3,2,2,1,1,12,2012
2237,res_01090904,spec_09,3,3,4,5,2,1,1,10,2012
2238,res_01090904,spec_99,12,9,8,14,6,0,0,14,2012
2239,res_01090904,spec_36,19,23,20,21,19,9,9,114,2012
2240,res_01090904,spec_08,2,1,2,1,2,1,1,4,2012
2241,res_01090904,spec_12,18,11,8,6,10,2,2,28,2012
2242,res_01090904,spec_47,2,2,1,2,1,2,1,7,2012
2243,res_01090904,spec_75,2,1,1,2,1,0,0,18,2012
2244,res_01090904,spec_56,2,2,2,2,1,0,0,17,2012
2245,res_01090904,spec_49,6,6,5,4,4,4,4,41,2012
2246,res_01090904,spec_25,3,2,2,2,2,2,1,11,2012
2247,res_01090905,spec_56,5,8,0,4,2,0,0,17,2012
2248,res_01090905,spec_67,1,1,1,2,0,0,0,2,2012
2249,res_01090905,spec_43,7,11,3,3,5,0,0,41,2012
2250,res_01090905,spec_99,4,9,8,13,7,0,0,13,2012
2251,res_01090905,spec_49,10,3,7,5,9,0,0,17,2012
2252,res_01090905,spec_36,10,16,8,7,9,0,0,16,2012
2253,res_01090906,spec_39,1,0,1,0,0,0,0,1,2012
2254,res_01090906,spec_64,4,7,4,5,4,0,1,126,2012
2255,res_01090906,spec_73,1,0,1,0,1,0,0,3,2012
2256,res_01090906,spec_62,1,1,1,1,2,1,1,2,2012
2257,res_01090906,spec_37,86,85,76,76,70,34,34,233,2012
2258,res_01090906,spec_49,1,0,0,0,0,0,0,1,2012
2259,res_01090906,spec_31,1,2,2,1,2,1,2,3,2012
2260,res_01090906,spec_67,3,4,2,3,2,1,1,7,2012
2261,res_01090907,spec_38,2,2,2,2,1,1,0,5,2012
2262,res_01090907,spec_65,10,8,11,9,9,3,4,53,2012
2263,res_01090907,spec_49,1,1,2,3,2,2,1,11,2012
2264,res_01090907,spec_33,6,6,5,7,6,1,1,45,2012
2265,res_01090907,spec_58,4,4,4,9,2,2,3,19,2012
2266,res_01090907,spec_01,0,0,0,4,3,0,0,4,2012
2267,res_01090907,spec_11,4,4,1,2,2,3,3,12,2012
2268,res_01090907,spec_76,2,3,2,3,3,2,1,9,2012
2269,res_01090907,spec_08,4,2,5,2,3,1,1,8,2012
2270,res_01090907,spec_67,0,1,1,0,0,0,0,1,2012
2271,res_01090907,spec_06,2,3,1,3,0,0,1,5,2012
2272,res_01090907,spec_77,2,4,2,2,3,2,2,8,2012
2273,res_01090907,spec_78,2,1,4,3,2,0,1,8,2012
2274,res_01090907,spec_39,17,12,16,12,12,9,5,60,2012
2275,res_01090907,spec_04,5,1,2,2,1,0,0,5,2012
2276,res_01090907,spec_99,18,9,17,13,11,0,0,19,2012
2277,res_01090907,spec_18,2,3,2,1,2,2,3,20,2012
2278,res_01090907,spec_46,1,1,1,1,1,1,0,3,2012
2279,res_01090907,spec_24,5,5,4,5,4,3,3,44,2012
2280,res_01090907,spec_68,3,5,9,3,4,3,2,16,2012
2281,res_01090907,spec_62,1,1,2,1,1,1,1,7,2012
2282,res_01090907,spec_19,6,6,6,7,5,1,1,8,2012
2283,res_01090907,spec_48,1,0,1,0,0,1,0,2,2012
2284,res_01090907,spec_36,3,2,3,3,4,1,4,8,2012
2285,res_01092000,spec_32,3,3,4,3,3,0,0,15,2012
2286,res_01092000,spec_39,3,2,3,3,3,0,0,8,2012
2287,res_01092000,spec_26,8,7,8,7,7,0,0,47,2012
2288,res_01092000,spec_56,20,18,21,18,20,4,2,292,2012
2289,res_01092100,spec_56,24,22,29,22,23,1,0,281,2012
2290,res_01092100,spec_75,1,1,1,1,0,0,0,11,2012
2291,res_01000300,spec_49,6,2,2,2,5,3,2,11,2013
2292,res_01000300,spec_50,5,4,7,4,5,3,3,20,2013
2293,res_01000300,spec_37,15,14,16,13,10,7,12,33,2013
2294,res_01000300,spec_56,4,2,2,1,1,0,0,7,2013
2295,res_01000300,spec_12,6,7,5,5,6,2,2,10,2013
2296,res_01000300,spec_32,7,5,7,4,5,4,5,24,2013
2297,res_01000300,spec_73,2,3,3,2,1,1,1,6,2013
2298,res_01000300,spec_35,1,3,4,4,5,0,0,5,2013
2299,res_01000300,spec_43,5,5,6,5,5,2,3,16,2013
2300,res_01000300,spec_34,6,9,10,10,9,0,0,10,2013
2301,res_01000300,spec_21,3,3,2,2,1,2,1,9,2013
2302,res_01000300,spec_36,7,7,8,10,5,3,3,22,2013
2303,res_01000300,spec_40,4,5,3,3,4,2,4,17,2013
2304,res_01000300,spec_02,4,2,3,4,3,0,0,9,2013
2305,res_01000300,spec_38,8,10,5,8,7,4,3,16,2013
2306,res_01000300,spec_64,5,3,3,2,7,0,0,29,2013
2307,res_01000300,spec_09,9,10,10,11,8,7,12,35,2013
2308,res_01000300,spec_67,2,1,1,1,2,2,1,3,2013
2309,res_01000300,spec_39,6,5,6,4,5,4,5,11,2013
2310,res_01000300,spec_08,8,8,7,9,6,2,2,16,2013
2311,res_01000300,spec_26,18,19,16,17,18,17,16,96,2013
2312,res_01000300,spec_18,0,1,0,1,0,0,0,5,2013
2313,res_01000300,spec_62,1,1,1,0,0,0,1,1,2013
2314,res_01000401,spec_26,10,9,9,9,11,7,8,91,2013
2315,res_01000401,spec_99,9,9,8,7,11,1,0,13,2013
2316,res_01000401,spec_37,8,9,7,10,8,5,5,18,2013
2317,res_01000401,spec_31,7,6,6,5,6,3,7,17,2013
2318,res_01000401,spec_32,2,2,3,3,1,1,1,8,2013
2319,res_01000401,spec_09,6,4,6,5,5,3,4,20,2013
2320,res_01000401,spec_19,2,2,3,2,4,0,0,20,2013
2321,res_01000401,spec_56,1,1,1,1,0,0,0,4,2013
2322,res_01000401,spec_50,1,0,1,1,0,1,1,2,2013
2323,res_01000401,spec_39,5,5,6,5,4,6,6,13,2013
2324,res_01000401,spec_36,4,5,5,5,4,4,5,27,2013
2325,res_01000401,spec_40,0,0,0,1,0,0,0,1,2013
2326,res_01000401,spec_49,2,1,1,2,1,1,1,5,2013
2327,res_01000401,spec_08,0,0,0,0,0,1,0,1,2013
2328,res_01000401,spec_29,2,2,3,2,3,1,1,10,2013
2329,res_01000402,spec_29,0,1,0,0,0,0,0,1,2013
2330,res_01000402,spec_26,9,12,9,9,9,9,6,60,2013
2331,res_01000402,spec_38,2,2,1,2,1,0,0,4,2013
2332,res_01000402,spec_32,2,2,2,3,2,1,1,8,2013
2333,res_01000402,spec_36,4,5,3,4,3,3,5,16,2013
2334,res_01000402,spec_56,0,1,0,0,0,0,0,1,2013
2335,res_01000402,spec_08,4,5,4,5,5,3,2,9,2013
2336,res_01000402,spec_43,0,1,1,0,0,1,0,2,2013
2337,res_01000402,spec_31,9,7,8,8,8,8,7,24,2013
2338,res_01000402,spec_40,4,4,4,3,4,2,2,12,2013
2339,res_01000402,spec_39,4,6,4,5,4,4,5,12,2013
2340,res_01000402,spec_73,2,2,1,1,1,1,0,4,2013
2341,res_01000402,spec_49,1,1,1,1,2,2,1,8,2013
2342,res_01000402,spec_50,4,3,3,6,3,4,3,13,2013
2343,res_01000402,spec_99,15,12,7,13,6,0,1,15,2013
2344,res_01000402,spec_09,4,6,4,5,4,4,4,19,2013
2345,res_01000402,spec_62,2,2,2,1,1,1,1,4,2013
2346,res_01000402,spec_37,11,17,16,11,14,9,8,31,2013
2347,res_01000403,spec_39,3,4,3,2,3,2,2,7,2013
2348,res_01000403,spec_49,0,1,1,0,0,1,1,2,2013
2349,res_01000403,spec_50,0,1,0,0,0,0,0,1,2013
2350,res_01000403,spec_56,3,3,3,3,3,1,0,23,2013
2351,res_01000403,spec_09,6,4,4,6,4,2,3,15,2013
2352,res_01000403,spec_37,7,9,7,7,8,3,3,18,2013
2353,res_01000403,spec_99,9,10,11,8,11,0,0,11,2013
2354,res_01000403,spec_60,3,3,3,2,2,0,0,20,2013
2355,res_01000403,spec_02,2,4,4,4,3,0,1,52,2013
2356,res_01000403,spec_31,7,6,4,4,5,3,3,13,2013
2357,res_01000403,spec_43,2,3,4,3,2,1,2,10,2013
2358,res_01000403,spec_26,6,6,7,8,7,7,8,51,2013
2359,res_01000404,spec_99,2,0,1,2,2,0,0,5,2013
2360,res_01000501,spec_26,6,6,5,5,6,5,5,69,2013
2361,res_01000501,spec_64,3,2,4,3,2,0,0,4,2013
2362,res_01000501,spec_08,3,2,5,4,3,2,2,9,2013
2363,res_01000501,spec_67,0,1,1,1,0,0,0,1,2013
2364,res_01000501,spec_34,0,1,1,1,2,0,0,2,2013
2365,res_01000501,spec_14,2,4,1,1,1,1,1,5,2013
2366,res_01000501,spec_36,6,6,7,7,4,4,5,20,2013
2367,res_01000501,spec_09,5,5,7,5,5,3,5,25,2013
2368,res_01000501,spec_32,4,3,4,6,4,3,4,21,2013
2369,res_01000501,spec_29,0,1,0,0,0,0,0,1,2013
2370,res_01000501,spec_50,3,3,3,3,3,3,2,11,2013
2371,res_01000501,spec_40,0,1,0,0,1,0,0,1,2013
2372,res_01000501,spec_37,4,5,5,4,4,4,2,8,2013
2373,res_01000501,spec_38,3,1,3,3,2,2,2,6,2013
2374,res_01000501,spec_49,1,2,1,1,1,1,2,7,2013
2375,res_01000501,spec_43,5,2,3,2,5,1,4,9,2013
2376,res_01000501,spec_99,14,16,14,10,12,0,0,16,2013
2377,res_01000502,spec_64,5,7,5,5,3,4,2,15,2013
2378,res_01000502,spec_09,8,7,8,8,6,3,2,21,2013
2379,res_01000502,spec_50,2,2,3,2,2,3,2,10,2013
2380,res_01000502,spec_32,1,0,2,1,0,0,1,3,2013
2381,res_01000502,spec_40,4,3,4,4,3,2,2,13,2013
2382,res_01000502,spec_62,1,2,1,1,1,1,0,3,2013
2383,res_01000502,spec_37,7,9,9,9,5,7,5,15,2013
2384,res_01000502,spec_14,1,0,0,0,0,0,0,1,2013
2385,res_01000502,spec_26,6,7,8,8,7,4,2,85,2013
2386,res_01000502,spec_36,6,4,4,4,5,3,3,13,2013
2387,res_01000502,spec_24,4,3,3,2,3,2,3,13,2013
2388,res_01000502,spec_39,4,4,3,4,4,3,4,12,2013
2389,res_01000502,spec_08,3,2,3,4,3,2,4,9,2013
2390,res_01000502,spec_49,1,1,2,2,1,1,2,6,2013
2391,res_01000502,spec_43,0,1,0,0,0,0,0,1,2013
2392,res_01000502,spec_29,4,3,3,3,3,2,2,12,2013
2393,res_01000503,spec_26,7,7,4,4,4,3,1,81,2013
2394,res_01000503,spec_36,12,10,9,9,4,1,10,36,2013
2395,res_01000503,spec_99,19,18,20,20,19,11,0,20,2013
2396,res_01000503,spec_56,4,5,7,5,7,8,3,28,2013
2397,res_01000600,spec_67,2,1,1,1,2,0,1,2,2013
2398,res_01000600,spec_62,2,0,1,2,1,1,1,4,2013
2399,res_01000600,spec_09,14,10,14,12,11,4,7,40,2013
2400,res_01000600,spec_64,8,9,7,4,9,0,0,87,2013
2401,res_01000600,spec_37,10,12,12,10,12,7,9,25,2013
2402,res_01000600,spec_32,5,3,3,3,3,3,2,9,2013
2403,res_01000600,spec_02,2,1,2,1,1,0,0,5,2013
2404,res_01000600,spec_50,4,5,5,5,4,3,3,17,2013
2405,res_01000600,spec_34,8,6,7,4,7,1,1,8,2013
2406,res_01000600,spec_08,4,4,5,3,3,2,3,12,2013
2407,res_01000600,spec_49,2,2,2,1,2,1,2,7,2013
2408,res_01000600,spec_26,8,7,6,8,7,5,5,28,2013
2409,res_01000600,spec_40,3,3,3,3,4,2,2,18,2013
2410,res_01000600,spec_29,5,4,4,4,3,3,3,16,2013
2411,res_01000600,spec_73,0,0,0,0,1,0,0,1,2013
2412,res_01000600,spec_39,3,3,2,6,2,3,2,9,2013
2413,res_01000600,spec_36,7,7,9,6,6,5,5,22,2013
2414,res_01000600,spec_43,7,6,5,7,7,2,4,13,2013
2415,res_01000601,spec_36,1,0,0,0,0,0,0,1,2013
2416,res_01000700,spec_38,2,5,1,4,1,3,4,12,2013
2417,res_01000700,spec_29,2,2,1,2,2,1,1,8,2013
2418,res_01000700,spec_36,6,4,4,5,4,3,5,22,2013
2419,res_01000700,spec_32,3,3,3,3,4,3,2,12,2013
2420,res_01000700,spec_67,0,1,0,1,0,0,0,1,2013
2421,res_01000700,spec_43,4,1,5,4,2,3,4,13,2013
2422,res_01000700,spec_39,6,6,7,10,9,5,6,16,2013
2423,res_01000700,spec_09,5,6,5,5,3,5,7,24,2013
2424,res_01000700,spec_50,2,2,3,2,3,2,2,9,2013
2425,res_01000700,spec_49,3,2,2,3,8,2,2,12,2013
2426,res_01000700,spec_37,9,9,12,7,8,6,8,26,2013
2427,res_01000700,spec_40,2,3,3,3,3,3,2,13,2013
2428,res_01000700,spec_26,7,8,8,8,8,6,4,57,2013
2429,res_01000700,spec_64,4,2,4,2,3,1,2,17,2013
2430,res_01000700,spec_21,2,2,3,3,3,1,2,12,2013
2431,res_01000700,spec_02,26,21,18,18,14,0,0,40,2013
2432,res_01000700,spec_08,3,4,3,3,4,3,4,13,2013
2433,res_01000801,spec_99,17,22,20,18,18,1,1,27,2013
2434,res_01000801,spec_32,5,5,6,6,5,4,5,30,2013
2435,res_01000801,spec_39,5,6,5,5,7,4,4,16,2013
2436,res_01000801,spec_10,2,2,2,3,1,1,3,7,2013
2437,res_01000801,spec_56,2,2,2,2,2,1,1,18,2013
2438,res_01000801,spec_29,2,2,2,2,2,2,1,9,2013
2439,res_01000801,spec_21,2,3,2,4,3,2,3,15,2013
2440,res_01000801,spec_08,5,4,5,5,3,4,4,11,2013
2441,res_01000801,spec_02,5,5,6,4,6,1,0,41,2013
2442,res_01000801,spec_40,8,14,11,9,8,4,3,299,2013
2443,res_01000801,spec_43,8,6,6,5,2,2,4,18,2013
2444,res_01000801,spec_37,17,17,18,15,17,9,9,48,2013
2445,res_01000801,spec_49,2,3,3,2,2,2,1,7,2013
2446,res_01000801,spec_14,3,5,3,5,2,1,4,12,2013
2447,res_01000801,spec_38,4,5,5,2,3,2,3,15,2013
2448,res_01000801,spec_50,4,8,5,4,5,4,4,22,2013
2449,res_01000801,spec_62,1,1,1,1,1,1,0,1,2013
2450,res_01000801,spec_67,2,2,1,1,1,0,1,3,2013
2451,res_01000801,spec_60,3,4,4,3,4,2,4,45,2013
2452,res_01000801,spec_24,4,4,6,5,5,4,3,22,2013
2453,res_01000801,spec_97,1,1,2,1,2,0,0,2,2013
2454,res_01000801,spec_09,7,5,6,6,5,5,7,33,2013
2455,res_01000801,spec_52,3,3,4,4,2,0,0,4,2013
2456,res_01000801,spec_36,5,6,6,5,5,5,4,28,2013
2457,res_01000801,spec_31,1,0,1,0,0,0,0,1,2013
2458,res_01000801,spec_34,2,1,1,2,1,1,1,3,2013
2459,res_01000801,spec_26,10,10,11,10,11,12,10,102,2013
2460,res_01000801,spec_64,10,11,16,10,10,0,0,89,2013
2461,res_01000802,spec_26,7,6,6,8,5,6,8,34,2013
2462,res_01000802,spec_09,1,0,0,1,1,1,1,3,2013
2463,res_01000802,spec_32,1,0,1,1,0,1,0,2,2013
2464,res_01000802,spec_56,2,2,2,1,2,1,1,14,2013
2465,res_01000802,spec_36,0,1,0,0,1,0,1,1,2013
2466,res_01000802,spec_99,9,4,6,5,5,0,0,9,2013
2467,res_01000802,spec_49,1,0,0,0,0,0,1,1,2013
2468,res_01000901,spec_67,1,0,1,1,0,0,0,1,2013
2469,res_01000901,spec_68,6,4,5,5,5,3,4,23,2013
2470,res_01000901,spec_24,3,3,3,2,3,2,2,11,2013
2471,res_01000901,spec_31,2,1,2,2,1,2,2,4,2013
2472,res_01000901,spec_09,6,5,4,4,3,3,3,17,2013
2473,res_01000901,spec_71,3,2,2,2,2,0,0,7,2013
2474,res_01000901,spec_43,5,7,5,3,5,1,2,15,2013
2475,res_01000901,spec_36,4,6,5,5,6,5,4,24,2013
2476,res_01000901,spec_38,2,3,2,3,4,1,1,7,2013
2477,res_01000901,spec_26,4,5,4,5,5,4,3,24,2013
2478,res_01000901,spec_32,4,3,4,5,4,4,3,23,2013
2479,res_01000901,spec_34,2,1,2,0,0,1,1,2,2013
2480,res_01000901,spec_60,3,2,2,2,2,1,0,24,2013
2481,res_01000901,spec_02,3,1,2,2,2,0,0,14,2013
2482,res_01000901,spec_50,4,4,5,3,3,4,3,14,2013
2483,res_01000901,spec_08,6,6,6,5,5,2,3,15,2013
2484,res_01000901,spec_39,4,4,3,4,4,4,4,9,2013
2485,res_01000901,spec_40,4,2,4,3,3,2,2,13,2013
2486,res_01000901,spec_99,13,11,12,13,17,0,0,17,2013
2487,res_01000901,spec_37,8,5,8,7,6,3,3,14,2013
2488,res_01000901,spec_52,2,1,1,0,0,0,0,2,2013
2489,res_01000901,spec_49,4,3,3,2,2,2,2,11,2013
2490,res_01000901,spec_62,2,1,1,1,1,0,2,3,2013
2491,res_01000901,spec_64,9,9,7,8,8,4,1,68,2013
2492,res_01000901,spec_29,3,2,2,3,2,3,1,9,2013
2493,res_01000902,spec_04,6,3,4,1,1,0,0,8,2013
2494,res_01000902,spec_38,1,2,1,3,3,1,1,5,2013
2495,res_01000902,spec_08,6,4,5,4,4,3,4,10,2013
2496,res_01000902,spec_49,0,0,0,0,0,0,1,1,2013
2497,res_01000902,spec_99,10,13,17,12,14,0,0,17,2013
2498,res_01000902,spec_43,2,3,3,5,4,2,1,6,2013
2499,res_01000902,spec_09,3,3,3,4,4,2,2,10,2013
2500,res_01000902,spec_26,7,7,6,7,7,7,5,35,2013
2501,res_01000902,spec_50,2,3,2,3,3,2,1,8,2013
2502,res_01000902,spec_36,3,3,3,3,4,3,3,15,2013
2503,res_01000902,spec_31,1,1,1,1,1,1,1,2,2013
2504,res_01000902,spec_37,6,4,7,5,4,5,5,12,2013
2505,res_01000902,spec_67,0,0,0,0,1,0,0,1,2013
2506,res_01000902,spec_32,1,0,1,1,0,0,0,1,2013
2507,res_01000902,spec_39,1,1,1,1,1,1,1,2,2013
2508,res_01001000,spec_34,35,34,27,29,26,6,6,51,2013
2509,res_01001000,spec_02,1,1,2,2,2,0,0,10,2013
2510,res_01001100,spec_29,4,4,4,5,4,2,3,16,2013
2511,res_01001100,spec_26,18,17,14,15,16,16,15,135,2013
2512,res_01001100,spec_20,14,8,12,6,8,0,0,80,2013
2513,res_01001100,spec_14,4,4,4,2,2,4,3,14,2013
2514,res_01001100,spec_21,3,3,3,3,3,3,3,24,2013
2515,res_01001100,spec_43,6,7,8,8,3,2,8,26,2013
2516,res_01001100,spec_09,7,7,6,8,7,6,5,36,2013
2517,res_01001100,spec_08,5,4,5,5,5,3,2,19,2013
2518,res_01001100,spec_50,4,4,4,5,4,4,4,19,2013
2519,res_01001100,spec_67,1,1,1,1,1,0,1,1,2013
2520,res_01001100,spec_30,4,4,3,4,4,5,3,24,2013
2521,res_01001100,spec_99,10,13,18,15,14,0,0,28,2013
2522,res_01001100,spec_49,2,2,3,3,2,2,2,13,2013
2523,res_01001100,spec_40,4,5,4,3,5,2,2,15,2013
2524,res_01001100,spec_02,10,7,5,6,5,0,1,55,2013
2525,res_01001100,spec_36,7,4,5,5,5,4,5,29,2013
2526,res_01001100,spec_32,3,3,4,3,3,2,2,17,2013
2527,res_01001100,spec_64,9,5,10,4,4,0,0,49,2013
2528,res_01001100,spec_38,4,3,2,3,2,2,1,8,2013
2529,res_01001200,spec_64,7,10,10,32,6,0,0,120,2013
2530,res_01001200,spec_56,4,0,2,1,0,0,0,5,2013
2531,res_01001200,spec_19,1,1,1,1,1,0,0,2,2013
2532,res_01001200,spec_26,0,2,2,2,0,0,0,2,2013
2533,res_01001200,spec_36,2,0,0,0,0,0,0,2,2013
2534,res_01001200,spec_09,5,4,6,7,2,0,0,9,2013
2535,res_01001300,spec_24,8,7,18,8,11,5,4,74,2013
2536,res_01001700,spec_37,11,7,12,7,8,6,7,22,2013
2537,res_01001700,spec_09,6,7,6,9,7,5,3,19,2013
2538,res_01001700,spec_50,3,3,3,2,3,3,3,9,2013
2539,res_01001700,spec_26,12,11,11,12,15,11,9,86,2013
2540,res_01001700,spec_62,1,1,1,1,1,1,1,3,2013
2541,res_01001700,spec_29,1,2,2,3,2,2,2,7,2013
2542,res_01001700,spec_49,2,1,1,2,1,1,2,6,2013
2543,res_01001700,spec_99,7,7,7,6,6,0,0,7,2013
2544,res_01001700,spec_64,10,6,16,11,13,0,0,188,2013
2545,res_01001700,spec_40,3,3,2,2,2,1,1,7,2013
2546,res_01001700,spec_39,3,6,3,5,3,2,2,18,2013
2547,res_01001700,spec_08,5,4,3,3,6,3,4,10,2013
2548,res_01001700,spec_43,0,1,1,4,0,0,0,4,2013
2549,res_01001700,spec_32,4,4,3,4,4,2,4,20,2013
2550,res_01001700,spec_38,8,6,7,5,6,3,4,14,2013
2551,res_01001700,spec_36,6,6,6,5,3,4,3,27,2013
